,6207
6324,7858
6324,7858
6324,7858
6324,7858
6324,7858
6324,7858
6324,7858
6324,7884
6196,7884
6196,7884
6196,7884
6196,7884
6196,7884
6196,7884
6196,7907
6048,7907
6048,7907
6048,7907
6048,7907
6048,7907
6048,7907
6048,7930
5944,7930
5944,7930
5944,7930
5944,7930
5944,7930
5944,7930
5944,7949
5764,7949
5764,7949
5764,7949
5764,7949
5764,7949
5764,7949
5608,7967
5608,7967
5608,7967
5608,7967
5608,7967
5608,7967
5608,7982
5488,7982
5488,7982
5488,7982
5488,7982
5488,7982
5488,7995
5352,7995
5352,7995
5352,7995
5352,7995
5352,7995
5352,7995
5272,8006
5272,8006
5272,8006
5272,8006
5272,8006
5272,8006
5220,8015
5220,8015
5220,8015
5220,8015
5220,8015
5220,8015
5080,8023
5080,8023
5080,8023
5080,8023
5080,8023
5080,8028
4916,8028
4916,8028
4916,8028
4916,8028
4916,8028
4916,8032
4864,8032
4864,8032
4864,8032
4864,8032
4864,8032
4820,8034
4820,8034
4820,8034
4820,8034
4820,8034
4820,8034
4720,8034
4720,8034
4720,8034
4720,8034
4720,8034
4608,8031
4608,8031
4608,8031
4608,8031
4608,8031
4608,8028
4560,8028
4560,8028
4560,8028
4560,8028
4560,8023
4484,8023
4484,8023
4484,8023
4484,8023
4484,8023
4444,8016
4444,8016
4444,8016
4444,8016
4444,8016
4424,8008
4424,8008
4424,8008
4424,8008
4424,8008
4424,7999
4372,7999
4372,7999
4372,7999
4372,7999
4372,7989
4340,7989
4340,7989
4340,7989
4340,7989
4340,7978
4300,7978
4300,7978
4300,7978
4300,7978
4300,7965
4264,7965
4264,7965
4264,7965
4264,7965
4264,7951
4280,7951
4280,7951
4280,7951
4280,7951
4280,7936
4328,7936
4328,7936
4328,7936
4328,7936
4328,7921
4364,7921
4364,7921
4364,7921
4364,7921
4364,7921
4388,7904
4388,7904
4388,7904
4388,7904
4388,7904
4424,7887
4424,7887
4424,7887
4424,7887
4424,7887
4424,7868
4444,7868
4444,7868
4444,7868
4444,7868
4444,7849
4476,7849
4476,7849
4476,7849
4476,7849
4476,7849
4528,7829
4528,7829
4528,7829
4528,7829
4528,7829
4528,7808
4580,7808
4580,7808
4580,7808
4580,7808
4580,7808
4628,7786
4628,7786
4628,7786
4628,7786
4628,7786
4628,7763
4720,7763
4720,7763
4720,7763
4720,7763
4720,7763
4848,7739
4848,7739
4848,7739
4848,7739
4848,7739
4848,7739
4904,7716
4904,7716
4904,7716
4904,7716
4904,7716
4904,7691
4996,7691
4996,7691
4996,7691
4996,7691
4996,7691
4996,7691
5208,7668
5208,7668
5208,7668
5208,7668
5208,7668
5208,7668
5296,7644
5296,7644
5296,7644
5296,7644
5296,7644
5296,7644
5296,7620
5388,7620
5388,7620
5388,7620
5388,7620
5388,7620
5388,7620
5612,7597
5612,7597
5612,7597
5612,7597
5612,7597
5612,7597
5612,7597
5844,7575
5844,7575
5844,7575
5844,7575
5844,7575
5844,7575
5844,7575
6068,7553
6068,7553
6068,7553
6068,7553
6068,7553
6068,7553
6068,7553
6068,7533
6272,7533
6272,7533
6272,7533
6272,7533
6272,7533
6272,7533
6272,7533
6484,7513
6484,7513
6484,7513
6484,7513
6484,7513
6484,7513
6484,7513
6484,7513
6744,7495
6744,7495
6744,7495
6744,7495
6744,7495
6744,7495
6744,7495
6744,7495
6996,7477
6996,7477
6996,7477
6996,7477
6996,7477
6996,7477
6996,7477
6996,7477
6996,7461
7272,7461
7272,7461
7272,7461
7272,7461
7272,7461
7272,7461
7272,7461
7272,7461
7272,7445
7444,7445
7444,7445
7444,7445
7444,7445
7444,7445
7444,7445
7444,7445
7444,7445
7444,7431
7632,7431
7632,7431
7632,7431
7632,7431
7632,7431
7632,7431
7632,7431
7632,7431
7632,7418
7892,7418
7892,7418
7892,7418
7892,7418
7892,7418
7892,7418
7892,7418
7892,7418
7892,7418
7892,7406
8168,7406
8168,7406
8168,7406
8168,7406
8168,7406
8168,7406
8168,7406
8168,7406
8168,7406
8368,7395
8368,7395
8368,7395
8368,7395
8368,7395
8368,7395
8368,7395
8368,7395
8368,7395
8368,7395
8368,7386
8740,7386
8740,7386
8740,7386
8740,7386
8740,7386
8740,7386
8740,7386
8740,7386
8740,7386
8740,7386
8976,7377
8976,7377
8976,7377
8976,7377
8976,7377
8976,7377
8976,7377
8976,7377
8976,7377
8976,7377
8976,7368
9132,7368
9132,7368
9132,7368
9132,7368
9132,7368
9132,7368
9132,7368
9132,7368
9132,7368
9132,7368
9132,7368
9416,7359
9416,7359
9416,7359
9416,7359
9416,7359
9416,7359
9416,7359
9416,7359
9416,7359
9416,7359
9416,7359
9416,7350
9684,7350
9684,7350
9684,7350
9684,7350
9684,7350
9684,7350
9684,7350
9684,7350
9684,7350
9684,7350
9684,7350
9980,7343
9980,7343
9980,7343
9980,7343
9980,7343
9980,7343
9980,7343
9980,7343
9980,7343
9980,7343
9980,7343
9980,7343
10348,7337
10348,7337
10348,7337
10348,7337
10348,7337
10348,7337
10348,7337
10348,7337
10348,7337
10348,7337
10348,7337
10348,7333
10692,7333
10692,7333
10692,7333
10692,7333
10692,7333
10692,7333
10692,7333
10692,7333
10692,7333
10692,7333
10692,7333
10692,7330
10968,7330
10968,7330
10968,7330
10968,7330
10968,7330
10968,7330
10968,7330
10968,7330
10968,7330
10968,7330
10968,7330
10968,7329
11372,7329
11372,7329
11372,7329
11372,7329
11372,7329
11372,7329
11372,7329
11372,7329
11372,7329
11372,7329
11372,7329
11372,7329
11624,7330
11624,7330
11624,7330
11624,7330
11624,7330
11624,7330
11624,7330
11624,7330
11624,7330
11624,7330
11624,7330
11624,7330
11624,7333
11976,7333
11976,7333
11976,7333
11976,7333
11976,7333
11976,7333
11976,7333
11976,7333
11976,7333
11976,7333
11976,7333
11976,7333
11976,7333
12336,7340
12336,7340
12336,7340
12336,7340
12336,7340
12336,7340
12336,7340
12336,7340
12336,7340
12336,7340
12336,7340
12336,7340
12336,7340
12336,7348
12580,7348
12580,7348
12580,7348
12580,7348
12580,7348
12580,7348
12580,7348
12580,7348
12580,7348
12580,7348
12580,7348
12580,7348
12580,7348
12580,7361
13016,7361
13016,7361
13016,7361
13016,7361
13016,7361
13016,7361
13016,7361
13016,7361
13016,7361
13016,7361
13016,7361
13016,7361
13016,7361
13016,7377
13348,7377
13348,7377
13348,7377
13348,7377
13348,7377
13348,7377
13348,7377
13348,7377
13348,7377
13348,7377
13348,7377
13348,7377
13348,7377
13348,7377
13556,7396
13556,7396
13556,7396
13556,7396
13556,7396
13556,7396
13556,7396
13556,7396
13556,7396
13556,7396
13556,7396
13556,7396
13556,7396
13556,7396
13556,7414
13624,7414
13624,7414
13624,7414
13624,7414
13624,7414
13624,7414
13624,7414
13624,7414
13624,7414
13624,7414
13624,7414
13624,7414
13624,7414
13624,7414
13580,7433
13580,7433
13580,7433
13580,7433
13580,7433
13580,7433
13580,7433
13580,7433
13580,7433
13580,7433
13580,7433
13580,7433
13580,7433
13580,7433
13580,7454
13580,7454
13580,7454
13580,7454
13580,7454
13580,7454
13580,7454
13580,7454
13580,7454
13580,7454
13580,7454
13580,7454
13580,7454
13580,7454
13580,7454
13468,7474
13468,7474
13468,7474
13468,7474
13468,7474
13468,7474
13468,7474
13468,7474
13468,7474
13468,7474
13468,7474
13468,7474
13468,7474
13468,7474
13468,7495
13304,7495
13304,7495
13304,7495
13304,7495
13304,7495
13304,7495
13304,7495
13304,7495
13304,7495
13304,7495
13304,7495
13304,7495
13304,7495
13304,7517
13168,7517
13168,7517
13168,7517
13168,7517
13168,7517
13168,7517
13168,7517
13168,7517
13168,7517
13168,7517
13168,7517
13168,7517
13168,7517
13168,7538
12896,7538
12896,7538
12896,7538
12896,7538
12896,7538
12896,7538
12896,7538
12896,7538
12896,7538
12896,7538
12896,7538
12896,7538
12896,7558
12568,7558
12568,7558
12568,7558
12568,7558
12568,7558
12568,7558
12568,7558
12568,7558
12568,7558
12568,7558
12568,7558
12568,7558
12568,7558
12292,7579
12292,7579
12292,7579
12292,7579
12292,7579
12292,7579
12292,7579
12292,7579
12292,7579
12292,7579
12292,7579
12292,7579
12292,7598
11932,7598
11932,7598
11932,7598
11932,7598
11932,7598
11932,7598
11932,7598
11932,7598
11932,7598
11932,7598
11932,7598
11932,7598
11560,7617
11560,7617
11560,7617
11560,7617
11560,7617
11560,7617
11560,7617
11560,7617
11560,7617
11560,7617
11560,7617
11560,7617
11132,7634
11132,7634
11132,7634
11132,7634
11132,7634
11132,7634
11132,7634
11132,7634
11132,7634
11132,7634
11132,7634
11132,7649
10736,7649
10736,7649
10736,7649
10736,7649
10736,7649
10736,7649
10736,7649
10736,7649
10736,7649
10736,7649
10736,7663
10344,7663
10344,7663
10344,7663
10344,7663
10344,7663
10344,7663
10344,7663
10344,7663
10344,7663
10344,7663
9956,7675
9956,7675
9956,7675
9956,7675
9956,7675
9956,7675
9956,7675
9956,7675
9956,7675
9956,7675
9956,7675
9956,7686
9584,7686
9584,7686
9584,7686
9584,7686
9584,7686
9584,7686
9584,7686
9584,7686
9584,7686
9584,7686
9236,7696
9236,7696
9236,7696
9236,7696
9236,7696
9236,7696
9236,7696
9236,7696
9236,7696
9236,7696
9236,7705
8988,7705
8988,7705
8988,7705
8988,7705
8988,7705
8988,7705
8988,7705
8988,7705
8988,7705
8988,7705
8668,7713
8668,7713
8668,7713
8668,7713
8668,7713
8668,7713
8668,7713
8668,7713
8668,7713
8668,7719
8332,7719
8332,7719
8332,7719
8332,7719
8332,7719
8332,7719
8332,7719
8332,7719
8332,7719
8332,7724
8072,7724
8072,7724
8072,7724
8072,7724
8072,7724
8072,7724
8072,7724
8072,7724
8072,7728
7840,7728
7840,7728
7840,7728
7840,7728
7840,7728
7840,7728
7840,7728
7840,7728
7840,7731
7612,7731
7612,7731
7612,7731
7612,7731
7612,7731
7612,7731
7612,7731
7612,7731
7404,7734
7404,7734
7404,7734
7404,7734
7404,7734
7404,7734
7404,7734
7404,7734
7404,7735
7184,7735
7184,7735
7184,7735
7184,7735
7184,7735
7184,7735
7184,7735
7184,7736
6924,7736
6924,7736
6924,7736
6924,7736
6924,7736
6924,7736
6924,7736
6924,7735
6680,7735
6680,7735
6680,7735
6680,7735
6680,7735
6680,7735
6680,7735
6464,7733
6464,7733
6464,7733
6464,7733
6464,7733
6464,7733
6464,7733
6464,7731
6228,7731
6228,7731
6228,7731
6228,7731
6228,7731
6228,7731
6228,7728
6016,7728
6016,7728
6016,7728
6016,7728
6016,7728
6016,7728
6016,7724
5804,7724
5804,7724
5804,7724
5804,7724
5804,7724
5804,7724
5612,7719
5612,7719
5612,7719
5612,7719
5612,7719
5612,7719
5612,7714
5404,7714
5404,7714
5404,7714
5404,7714
5404,7714
5404,7709
5264,7709
5264,7709
5264,7709
5264,7709
5264,7709
5264,7704
5136,7704
5136,7704
5136,7704
5136,7704
5136,7704
5136,7698
4900,7698
4900,7698
4900,7698
4900,7698
4900,7698
4860,7693
4860,7693
4860,7693
4860,7693
4860,7693
4860,7687
4656,7687
4656,7687
4656,7687
4656,7687
4656,7687
4536,7680
4536,7680
4536,7680
4536,7680
4536,7680
4356,7673
4356,7673
4356,7673
4356,7673
4356,7673
4160,7666
4160,7666
4160,7666
4160,7666
4160,7658
4068,7658
4068,7658
4068,7658
4068,7658
4068,7648
3864,7648
3864,7648
3864,7648
3864,7638
3740,7638
3740,7638
3740,7638
3740,7638
3648,7629
3648,7629
3648,7629
3648,7629
3516,7618
3516,7618
3516,7618
3516,7618
3404,7545
3404,7545
3404,7545
3404,7545
3296,7469
3296,7469
3296,7469
3296,7469
3192,7387
3192,7387
3192,7387
3192,7301
3076,7301
3076,7301
3076,7301
3016,7212
3016,7212
3016,7212
3016,7118
2940,7118
2940,7118
2940,7118
2908,7021
2908,7021
2908,7021
2880,6920
2880,6920
2880,6920
2880,6814
2816,6814
2816,6814
2816,6706
2728,6706
2728,6706
2728,6706
2692,6597
2692,6597
2692,6597
2656,6487
2656,6487
2656,6487
2640,6378
2640,6378
2640,6378
2608,6269
2608,6269
2608,6269
2592,6162
2592,6162
2592,6162
2592,6056
2580,6056
2580,6056
2580,5953
2568,5953
2568,5953
2568,5853
2568,5853
2568,5853
2568,5756
2560,5756
2560,5756
2560,5662
2560,5662
2560,5662
2560,5572
2564,5572
2564,5572
2564,5487
2568,5487
2568,5487
2568,5405
2568,5405
2568,5405
2568,5327
2572,5327
2572,5327
2572,5253
2572,5253
2572,5253
2572,5183
2580,5183
2580,5183
2580,5117
2588,5117
2588,5117
2588,5053
2596,5053
2596,5053
2596,4992
2612,4992
2612,4992
2612,4935
2616,4935
2616,4935
2616,4935
2628,4881
2628,4881
2628,4881
2672,4829
2672,4829
2672,4829
2708,4780
2708,4780
2708,4780
2708,4733
2736,4733
2736,4733
2736,4689
2760,4689
2760,4689
2760,4689
2792,4648
2792,4648
2792,4648
2828,4609
2828,4609
2828,4609
2828,4573
2868,4573
2868,4573
2868,4573
2896,4540
2896,4540
2896,4540
2896,4509
2920,4509
2920,4509
2920,4509
3020,4481
3020,4481
3020,4481
3020,4456
3100,4456
3100,4456
3100,4456
3100,4434
3172,4434
3172,4434
3172,4434
3236,4413
3236,4413
3236,4413
3236,4413
3284,4395
3284,4395
3284,4395
3284,4395
3404,4380
3404,4380
3404,4380
3404,4380
3520,4367
3520,4367
3520,4367
3520,4367
3520,4357
3668,4357
3668,4357
3668,4357
3668,4357
3740,4349
3740,4349
3740,4349
3740,4349
3740,4344
3840,4344
3840,4344
3840,4344
3840,4344
3972,4342
3972,4342
3972,4342
3972,4342
3972,4342
4132,4342
4132,4342
4132,4342
4132,4342
4132,4342
4212,4346
4212,4346
4212,4346
4212,4346
4212,4346
4372,4352
4372,4352
4372,4352
4372,4352
4372,4352
4372,4361
4532,4361
4532,4361
4532,4361
4532,4361
4532,4361
4628,4372
4628,4372
4628,4372
4628,4372
4628,4372
4628,4375
4824,4375
4824,4375
4824,4375
4824,4375
4824,4375
4824,4380
4912,4380
4912,4380
4912,4380
4912,4380
4912,4380
4912,4387
5088,4387
5088,4387
5088,4387
5088,4387
5088,4387
5088,4396
5268,4396
5268,4396
5268,4396
5268,4396
5268,4396
5268,4406
5356,4406
5356,4406
5356,4406
5356,4406
5356,4406
5356,4406
5356,4418
5556,4418
5556,4418
5556,4418
5556,4418
5556,4418
5556,4418
5796,4434
5796,4434
5796,4434
5796,4434
5796,4434
5796,4434
5796,4434
6032,4451
6032,4451
6032,4451
6032,4451
6032,4451
6032,4451
6032,4451
6032,4471
6248,4471
6248,4471
6248,4471
6248,4471
6248,4471
6248,4471
6248,4471
6476,4492
6476,4492
6476,4492
6476,4492
6476,4492
6476,4492
6476,4492
6476,4492
6748,4515
6748,4515
6748,4515
6748,4515
6748,4515
6748,4515
6748,4515
6748,4515
6748,4541
7036,4541
7036,4541
7036,4541
7036,4541
7036,4541
7036,4541
7036,4541
7036,4541
7340,4570
7340,4570
7340,4570
7340,4570
7340,4570
7340,4570
7340,4570
7340,4570
7340,4570
7552,4601
7552,4601
7552,4601
7552,4601
7552,4601
7552,4601
7552,4601
7552,4601
7552,4601
7844,4634
7844,4634
7844,4634
7844,4634
7844,4634
7844,4634
7844,4634
7844,4634
7844,4634
7844,4670
8184,4670
8184,4670
8184,4670
8184,4670
8184,4670
8184,4670
8184,4670
8184,4670
8184,4670
8184,4709
8520,4709
8520,4709
8520,4709
8520,4709
8520,4709
8520,4709
8520,4709
8520,4709
8520,4709
8520,4709
8520,4751
8892,4751
8892,4751
8892,4751
8892,4751
8892,4751
8892,4751
8892,4751
8892,4751
8892,4751
8892,4751
9180,4794
9180,4794
9180,4794
9180,4794
9180,4794
9180,4794
9180,4794
9180,4794
9180,4794
9180,4794
9180,4794
9180,4841
9544,4841
9544,4841
9544,4841
9544,4841
9544,4841
9544,4841
9544,4841
9544,4841
9544,4841
9544,4841
9544,4841
9964,4890
9964,4890
9964,4890
9964,4890
9964,4890
9964,4890
9964,4890
9964,4890
9964,4890
9964,4890
9964,4890
9964,4890
9964,4943
10432,4943
10432,4943
10432,4943
10432,4943
10432,4943
10432,4943
10432,4943
10432,4943
10432,4943
10432,4943
10432,4943
10836,4998
10836,4998
10836,4998
10836,4998
10836,4998
10836,4998
10836,4998
10836,4998
10836,4998
10836,4998
10836,4998
10836,4998
11252,5057
11252,5057
11252,5057
11252,5057
11252,5057
11252,5057
11252,5057
11252,5057
11252,5057
11252,5057
11252,5057
11252,5057
11252,5117
11652,5117
11652,5117
11652,5117
11652,5117
11652,5117
11652,5117
11652,5117
11652,5117
11652,5117
11652,5117
11652,5117
11652,5117
11652,5180
12144,5180
12144,5180
12144,5180
12144,5180
12144,5180
12144,5180
12144,5180
12144,5180
12144,5180
12144,5180
12144,5180
12144,5180
12144,5244
12468,5244
12468,5244
12468,5244
12468,5244
12468,5244
12468,5244
12468,5244
12468,5244
12468,5244
12468,5244
12468,5244
12468,5244
12468,5244
12468,5311
12936,5311
12936,5311
12936,5311
12936,5311
12936,5311
12936,5311
12936,5311
12936,5311
12936,5311
12936,5311
12936,5311
12936,5311
12936,5311
12936,5311
13352,5379
13352,5379
13352,5379
13352,5379
13352,5379
13352,5379
13352,5379
13352,5379
13352,5379
13352,5379
13352,5379
13352,5379
13352,5379
13352,5379
13352,5448
13596,5448
13596,5448
13596,5448
13596,5448
13596,5448
13596,5448
13596,5448
13596,5448
13596,5448
13596,5448
13596,5448
13596,5448
13596,5448
13596,5448
13680,5515
13680,5515
13680,5515
13680,5515
13680,5515
13680,5515
13680,5515
13680,5515
13680,5515
13680,5515
13680,5515
13680,5515
13680,5515
13680,5515
13680,5579
13672,5579
13672,5579
13672,5579
13672,5579
13672,5579
13672,5579
13672,5579
13672,5579
13672,5579
13672,5579
13672,5579
13672,5579
13672,5579
13672,5579
13672,5641
13628,5641
13628,5641
13628,5641
13628,5641
13628,5641
13628,5641
13628,5641
13628,5641
13628,5641
13628,5641
13628,5641
13628,5641
13628,5641
13628,5700
13532,5700
13532,5700
13532,5700
13532,5700
13532,5700
13532,5700
13532,5700
13532,5700
13532,5700
13532,5700
13532,5700
13532,5700
13532,5700
13532,5700
13312,5754
13312,5754
13312,5754
13312,5754
13312,5754
13312,5754
13312,5754
13312,5754
13312,5754
13312,5754
13312,5754
13312,5754
13312,5754
13312,5754
13064,5803
13064,5803
13064,5803
13064,5803
13064,5803
13064,5803
13064,5803
13064,5803
13064,5803
13064,5803
13064,5803
13064,5803
13064,5803
13064,5847
12820,5847
12820,5847
12820,5847
12820,5847
12820,5847
12820,5847
12820,5847
12820,5847
12820,5847
12820,5847
12820,5847
12820,5847
12820,5847
12480,5885
12480,5885
12480,5885
12480,5885
12480,5885
12480,5885
12480,5885
12480,5885
12480,5885
12480,5885
12480,5885
12480,5885
12480,5885
12272,5918
12272,5918
12272,5918
12272,5918
12272,5918
12272,5918
12272,5918
12272,5918
12272,5918
12272,5918
12272,5918
12272,5918
12272,5945
11912,5945
11912,5945
11912,5945
11912,5945
11912,5945
11912,5945
11912,5945
11912,5945
11912,5945
11912,5945
11912,5945
11912,5945
11912,5967
11604,5967
11604,5967
11604,5967
11604,5967
11604,5967
11604,5967
11604,5967
11604,5967
11604,5967
11604,5967
11604,5967
11604,5983
11280,5983
11280,5983
11280,5983
11280,5983
11280,5983
11280,5983
11280,5983
11280,5983
11280,5983
11280,5983
11280,5983
10932,5993
10932,5993
10932,5993
10932,5993
10932,5993
10932,5993
10932,5993
10932,5993
10932,5993
10932,5993
10932,5993
10932,5995
10616,5995
10616,5995
10616,5995
10616,5995
10616,5995
10616,5995
10616,5995
10616,5995
10616,5995
10616,5995
10616,6063
10208,6063
10208,6063
10208,6063
10208,6063
10208,6063
10208,6063
10208,6063
10208,6063
10208,6063
10208,6063
9856,6129
9856,6129
9856,6129
9856,6129
9856,6129
9856,6129
9856,6129
9856,6129
9856,6129
9856,6129
9856,6129
9496,6192
9496,6192
9496,6192
9496,6192
9496,6192
9496,6192
9496,6192
9496,6192
9496,6192
9496,6192
9496,6192
9180,6253
9180,6253
9180,6253
9180,6253
9180,6253
9180,6253
9180,6253
9180,6253
9180,6253
9180,6253
9180,6312
8908,6312
8908,6312
8908,6312
8908,6312
8908,6312
8908,6312
8908,6312
8908,6312
8908,6312
8908,6369
8616,6369
8616,6369
8616,6369
8616,6369
8616,6369
8616,6369
8616,6369
8616,6369
8616,6369
8272,6422
8272,6422
8272,6422
8272,6422
8272,6422
8272,6422
8272,6422
8272,6422
8272,6422
8272,6474
8016,6474
8016,6474
8016,6474
8016,6474
8016,6474
8016,6474
8016,6474
8016,6474
8016,6523
7748,6523
7748,6523
7748,6523
7748,6523
7748,6523
7748,6523
7748,6523
7748,6523
7748,6571
7500,6571
7500,6571
7500,6571
7500,6571
7500,6571
7500,6571
7500,6571
7500,6571
7268,6617
7268,6617
7268,6617
7268,6617
7268,6617
7268,6617
7268,6617
7268,6617
7268,6660
7040,6660
7040,6660
7040,6660
7040,6660
7040,6660
7040,6660
7040,6660
7040,6702
6764,6702
6764,6702
6764,6702
6764,6702
6764,6702
6764,6702
6764,6702
6532,6741
6532,6741
6532,6741
6532,6741
6532,6741
6532,6741
6532,6741
6532,6778
6300,6778
6300,6778
6300,6778
6300,6778
6300,6778
6300,6778
6300,6813
6044,6813
6044,6813
6044,6813
6044,6813
6044,6813
6044,6813
6044,6845
5832,6845
5832,6845
5832,6845
5832,6845
5832,6845
5832,6845
5588,6875
5588,6875
5588,6875
5588,6875
5588,6875
5588,6875
5328,6903
5328,6903
5328,6903
5328,6903
5328,6903
5328,6903
5328,6930
5212,6930
5212,6930
5212,6930
5212,6930
5212,6930
4940,6953
4940,6953
4940,6953
4940,6953
4940,6953
4940,6953
4792,6976
4792,6976
4792,6976
4792,6976
4792,6976
4580,6996
4580,6996
4580,6996
4580,6996
4580,6996
4580,7014
4388,7014
4388,7014
4388,7014
4388,7014
4140,7030
4140,7030
4140,7030
4140,7030
4140,7030
3944,7043
3944,7043
3944,7043
3944,7043
3944,7055
3768,7055
3768,7055
3768,7055
3768,7065
3608,7065
3608,7065
3608,7065
3608,7074
3456,7074
3456,7074
3456,7074
3456,7080
3276,7080
3276,7080
3276,7080
3120,7085
3120,7085
3120,7085
3120,7088
3000,7088
3000,7088
3000,7088
2896,7090
2896,7090
2896,7090
2896,7091
2812,7091
2812,7091
2812,7090
2668,7090
2668,7090
2668,7088
2580,7088
2580,7088
2580,7085
2532,7085
2532,7085
2532,7081
2420,7081
2420,7081
2380,7075
2380,7075
2380,7075
2332,7070
2332,7070
2332,7063
2328,7063
2328,7063
2328,7055
2328,7055
2328,7055
2352,7047
2352,7047
2352,7047
2352,7038
2352,7038
2352,7028
2340,7028
2340,7028
2340,7018
2352,7018
2352,7018
2336,7006
2336,7006
2336,7006
2344,6993
2344,6993
2344,6979
2336,6979
2336,6979
2336,6964
2340,6964
2340,6964
2344,6948
2344,6948
2344,6948
2340,6930
2340,6930
2340,6911
2348,6911
2348,6911
2348,6891
2340,6891
2340,6891
2352,6869
2352,6869
2352,6869
2344,6846
2344,6846
2344,6821
2348,6821
2348,6821
2348,6796
2352,6796
2352,6796
2352,6768
2352,6768
2352,6768
2360,6739
2360,6739
2360,6739
2376,6709
2376,6709
2376,6678
2372,6678
2372,6678
2372,6643
2352,6643
2352,6643
2324,6606
2324,6606
2324,6606
2320,6567
2320,6567
2320,6525
2324,6525
2324,6525
2324,6481
2320,6481
2320,6481
2328,6434
2328,6434
2328,6434
2320,6384
2320,6384
2320,6331
2328,6331
2328,6331
2328,6276
2320,6276
2320,6276
2328,6218
2328,6218
2328,6156
2320,6156
2320,6156
2320,6090
2320,6090
2320,6090
2324,6021
2324,6021
2324,6021
2320,5949
2320,5949
2320,5873
2324,5873
2324,5873
2324,5792
2320,5792
2320,5792
2328,5707
2328,5707
2328,5707
2320,5617
2320,5617
2320,5524
2324,5524
2324,5524
2324,5426
2324,5426
2324,5426
2324,5324
2324,5324
2324,5218
2324,5218
2324,5218
2324,5108
2316,5108
2316,5108
2316,4995
2328,4995
2328,4995
2316,4881
2316,4881
2316,4768
2328,4768
2328,4768
2328,4655
2320,4655
2320,4655
2324,4543
2324,4543
2324,4543
2324,4433
2324,4433
2324,4326
2324,4326
2324,4326
2324,4221
2320,4221
2320,4221
2328,4119
2328,4119
2328,4119
2320,4020
2320,4020
2320,3924
2328,3924
2328,3924
2328,3831
2360,3831
2360,3831
2376,3742
2376,3742
2376,3742
2380,3657
2380,3657
2380,3574
2356,3574
2356,3574
2356,3496
2356,3496
2356,3496
2356,3421
2356,3421
2356,3421
2344,3349
2344,3349
2344,3349
2352,3281
2352,3281
2352,3215
2348,3215
2348,3215
2348,3152
2340,3152
2340,3152
2344,3093
2344,3093
2344,3093
2340,3036
2340,3036
2340,2982
2344,2982
2344,2982
2344,2931
2336,2931
2336,2931
2340,2881
2340,2881
2340,2881
2352,2835
2352,2835
2352,2790
2340,2790
2340,2790
2340,2748
2340,2748
2340,2748
2324,2709
2324,2709
2324,2709
2340,2672
2340,2672
2340,2637
2376,2637
2376,2637
2376,2606
2480,2606
2480,2606
2480,2579
2612,2579
2612,2579
2612,2579
2760,2554
2760,2554
2760,2554
2760,2534
2888,2534
2888,2534
2888,2534
3064,2516
3064,2516
3064,2516
3064,2503
3236,2503
3236,2503
3236,2503
3236,2493
3424,2493
3424,2493
3424,2493
3424,2493
3668,2489
3668,2489
3668,2489
3668,2489
3668,2487
3816,2487
3816,2487
3816,2487
3816,2487
3816,2490
4052,2490
4052,2490
4052,2490
4052,2490
4052,2497
4260,2497
4260,2497
4260,2497
4260,2497
4260,2507
4504,2507
4504,2507
4504,2507
4504,2507
4504,2507
4724,2522
4724,2522
4724,2522
4724,2522
4724,2522
4724,2522
4928,2540
4928,2540
4928,2540
4928,2540
4928,2540
4928,2540
5196,2562
5196,2562
5196,2562
5196,2562
5196,2562
5196,2562
5196,2586
5364,2586
5364,2586
5364,2586
5364,2586
5364,2586
5364,2586
5656,2615
5656,2615
5656,2615
5656,2615
5656,2615
5656,2615
5656,2615
5992,2648
5992,2648
5992,2648
5992,2648
5992,2648
5992,2648
5992,2648
5992,2685
6264,2685
6264,2685
6264,2685
6264,2685
6264,2685
6264,2685
6264,2685
6544,2725
6544,2725
6544,2725
6544,2725
6544,2725
6544,2725
6544,2725
6544,2725
6544,2770
6876,2770
6876,2770
6876,2770
6876,2770
6876,2770
6876,2770
6876,2770
6876,2818
7216,2818
7216,2818
7216,2818
7216,2818
7216,2818
7216,2818
7216,2818
7216,2818
7216,2869
7452,2869
7452,2869
7452,2869
7452,2869
7452,2869
7452,2869
7452,2869
7452,2869
7452,2923
7752,2923
7752,2923
7752,2923
7752,2923
7752,2923
7752,2923
7752,2923
7752,2923
7752,2923
8112,2981
8112,2981
8112,2981
8112,2981
8112,2981
8112,2981
8112,2981
8112,2981
8112,2981
8112,2981
8500,3043
8500,3043
8500,3043
8500,3043
8500,3043
8500,3043
8500,3043
8500,3043
8500,3043
8500,3043
8500,3108
8908,3108
8908,3108
8908,3108
8908,3108
8908,3108
8908,3108
8908,3108
8908,3108
8908,3108
8908,3108
8908,3177
9208,3177
9208,3177
9208,3177
9208,3177
9208,3177
9208,3177
9208,3177
9208,3177
9208,3177
9208,3177
9208,3249
9580,3249
9580,3249
9580,3249
9580,3249
9580,3249
9580,3249
9580,3249
9580,3249
9580,3249
9580,3249
9580,3249
9580,3326
9964,3326
9964,3326
9964,3326
9964,3326
9964,3326
9964,3326
9964,3326
9964,3326
9964,3326
9964,3326
9964,3326
9964,3326
10480,3407
10480,3407
10480,3407
10480,3407
10480,3407
10480,3407
10480,3407
10480,3407
10480,3407
10480,3407
10480,3407
10480,3492
10824,3492
10824,3492
10824,3492
10824,3492
